restaurant_id,description
553,occupying corner of the central piazz popol the delightful historic centr of ruff this family restaurant also liqueurmaker is surrounded by old palazz whic add to the charm
547,the are around montor famous for its cipoll ram copper onion is now also hom to gourmet restaurant thanks to young chef francesc cerr whos cuisin is inspired by locally sourced
221,this restuarant has good win list with focus on local labels as well as an excellent selection of regional specialities on the menu dishes includ agnolott type of stuffed past with
209,an unexpected gourmet restaurant typical priv beac club on the romagn coast with dining room that opens on to the beac with its long lin of beac umbrellas the dishes her are
1552,housed 15c building the centr of town this restaurant boasts beautiful vaulted ceilings and smart elegant ambienc the young ownerchef serves cuisin with traditional focus whic
1234,dark colours and modern decor are the main features of this excellent restaurant whic occupies two floors and is highly recommended for its gourmet japanes specialities cooked and raw dishes
1220,situated at the entranc to the pedestrian section of the beautiful city of trent this intim restaurant has modern minimalist and vaguely nordic style with just few solid wood tables
1546,the locand capit and the tipic offer menus showcasing traditional umbrian dishes the former serves gourmet cuisin whil the latter offers simpler menu the win list boasts over 400
590,small restaurant overlooking the lak lesin wher everything revolves around the professionalism and experienc of the owner chef who selects the best produc from the lak region
584,at this centrally located contemporary style trattor sampl local dishes and much mor besides it also offers excellent accommodation the gerry’s bedrooms are both comfortabl and
1591,situated amid the picturesqu alleyways of spaccanapol this typical trattor offers tables set closely together simpl informal dining room neapolitan cuisin is to the for her
1585,following compl refurbishment the new pergol pays trib to the colours and materials of rom from the travertin marbl to the red colour schem the terrac has also had facelift but
1584,the 19c country hous that is hom to this charming restaurant is surrounded by its own garden whic can be enjoyed throughout the year thanks to its new glass verandastyl dining room – the
1590,this romantic restaurant on the lakeshor has welcoming elegant ambienc and delightful terrac for summer dining the cuisin pays particul attention to topquality seasonal ingredients
585,the elegant atmosph at this restaurant is typical of taormin and of sicily’s old villas it offers just eight tables laid out on terrac adorned with bougainville and overlooking taormin
591,world of haut cuisin still dominated by mal chefs caterin ceraud stands out for her authorit presenc and larg personality her restaurant is housed charming agritur
1221,situated on the lakefront the attract town of pell this modern and welcoming restaurant occupies an old building whic has been restored and furnished with stylish and harmonious decor
1547,orto is the restaurant of the delightful nin trull resort its beautiful mediterranean courtyard enjoy personalised wellpresented dishes wher meat and fish are balanced by the use of
1553,this restaurant cuneo’s historic centr boasts two bright dining rooms as well as friendly and professional femal staff and dishes prepared by two chefs that are feast for the eyes and the
208,housed an early 20c farmhous this restaurant boasts the typical ambienc of traditional multigenerational trattor whil the cuisin focuses on classic dishes that are typical of the
1235,traditional cuisin reinterpreted with modern twist with whol pag of the menu dedicated to meat dishes meals are served an attract stubestyl room with warm mountain ambienc
546,papaver is the italian for poppy plant whic grows tall and has strong roots making it an apt symbol for this restaurant housed palazz the town centr few classicstyl rooms
220,althoug from the outsid this restaurant looks to be no mor than group of houses on the outskirts of the villag the effort her focuses on creating fish and seafood dishes mad from the
234,simply arriving cusag near milan wher the imposing castl dominates the attract centr puts you good mood at orland the menu is equally balanced between topquality fish
552,splendid exampl of country trattor whic has been delighting its guests with typical dishes from lombardy for over century meals are served either the attract vintagestyl dining
1209,situated the historic upper section of this picturesqu villag this romantic restaurant serves imagin and colourful cuisin including som excellent local cured hams ther are also six
1786,situated charming medieval villag whic is also hom to coupl of small hotels this attract rustic restaurant an old oliv mill acts as the backdrop for regional and italian
963,the two capitane brothers united by the passion for cuisin yet with very different characters hav opened this restaurant piazz duom following years of experienc working
977,with its classic alpin appeal and wood and ston decor gall cedron at the bertell hotel is still at the top of its gam with evergrowing confidenc sabin fortun continues to
1792,housed late19c palazz this restaurant serves good selection of meat and fish dishes with both traditional and creativ cuisin on the menu delicious flavours typical of the emil
1962,this unexpected ligurian gem is situated trucc small villag the val roi just inland from ventimigl there’s no à cart her just the “ort mare” tasting menu to whic guests
787,this restaurant offers several different options whic to enjoy its delicious meat and fish dishes with modern twist summer the beautiful verand with views of the hills and surrounding
793,this beautiful restaurant inland from salern is run by an enthusiastic coupl with salvator at the helm the kitchen and feder front of hous the dining room has an intim ambienc and
1976,this cocktail bar on the seafront is also restaurant specialising fresh fish served selection of classic dishes such as tart and mor elabor recipes the dining room is modern
1745,regional dishes with the occasional subtl contemporary twist are to the for her the chef’s culinary techniques bring out the flavour of the carefully selected and preserved ingredients
1023,althoug there’s an à cart at this welcoming familyrun restaurant the four tasting menus served her are the highlight “gli esord pap vittorio” traditionally inspired meat dishes “
778,partners lif and business evelyn and carl are young coupl who hav settled arco’s old town wher they hav restored this old inn embellishing it with thre modern and comfortabl
1037,this attract restaurant the heart of alba the gastronomic capital of the lang is hom to chef dam nigr who has previous experienc michelinstarred restaurants the are the
1751,the focus at this restaurant is on variety of local ingredients and specialities that even novic foodlover would recognis as typical of this region the ownerchef at this intim and
1779,this pleasant elegant and contemporarystyl restaurant on the ground floor of the execut spa hotel boasts spacious dining rooms and an extens menu ranging from traditional dishes to raw
744,this simpl tiny restaurant stands just outsid the walls of tarquin barely kilometr from the splendid necropolis of monterozz unesc world heritag sit the femal ownerchef pays
988,the elegant residential prat district is hom to this equally elegant restaurant wher guests din romantic subtly lit dining room served by discreet yet everpresent and professional
750,having spent tim working topquality restaurants gianpaol burb – alongsid his partner paol who works front of hous – has returned hom to the family restaurant small villag the
817,situated the heart of the historic centr this quiet restaurant with attract ston walls and wooden ceilings boasts pleasantly elegant and relaxed atmosph the chef pays particul
1194,an excellent modern inn offering warm family welcom imagin yet traditional dishes mad from marketfresh ingredients with balanc of fish and meat dishes featuring on the menu
803,the nam “my grandfather’s cooking” says it this restaurant serves cuisin from the owner’s nativ tuscany with focus on tuscan ingredients prepared with an updated and modern twist
49,this trattor oppos juliet’s hous open to the public admission fee payabl verona’s historic centr boasts wood panelling period photos and tables set clos together and adorned with
1180,mitec artemid archestr and stor are the names of the menus at this restaurant of whic showcas the ambitious sicilian cuisin created by chef guarner lover of beauty
1816,still italy but just short distanc from the frenc border this restaurant boasts spectacul terrac with views of the frenc coast that extend from menton’s picturesqu historic centr
195,ther are many reasons to visit this excellent family run restaurant the villag centr the most important of whic is the food – fresh vegetables delicious first courses the fresh
61,barett on the outskirts of padov is must for anyon who loves classic traditional fish and seafood thanks to its menu whic includes number of typical venetian dishes the topquality
75,the menu at this restaurant aims to return to the basic principles that lie behind chef massim mantarro’s cuisin namely the use of local and seasonal nich ingredients sicily boasts bounty
1802,housed the beautiful 14c branc dor palazz genova’s historic centr with its typical narrow alleyways this restaurant boasts an extraordinary ceiling decorated with frescoes by bernard
181,tuscan cuisin accompanied by wid selection of wines including regional labels and champagnes mad by small producers is served the rustic yet elegant ambienc of this restaurant fin
1631,now gastronomic institution the city secluded setting immersed natur pinet occupies the ground floor of nondescript building whic the simpl “dated” yet comfortabl
1157,calabrian chef salvator morell brings an innov air to parm city with fin gastronomic reputation influenced by experienc working abroad he embraces divers recipes and ingredients
618,at this restaurant din under pergol with superb views of the sea and strombolicc – the perfect setting for any occasion the menu focuses on fish including raw and dryaged fish options
1143,the dining room at this restaurant is decorated brown tones reminiscent of teapot brightened her and ther by dashes of blu and modern leather chairs the chines chef serves cuisin from
1625,tucked away short arcad on the old road from milan to com this restaurant has simpl minimalist style with bar wher diners can watc the skilful chefs slicing and preparing the fish
156,situated on the navigl away from milan’s bustling nightlif this rusticstyl restaurant is decorated with profusion of wood as the nam suggests fish and seafood tak prid of plac on the
630,this restaurant is named after bartol sassoferr as is the street on whic it stands distinguished 14c jurist from the street you head down few steps to the welcoming dining rooms
624,2022 young souschef gianfilipp gatt becam the ownerchef of this simpl and intim restaurant situated palermo’s historic centr the key attraction her is the quality of the cuisin
1619,immersed natur cerret oster is rural inn wher you can sleep relax hot springs and enjoy fin cuisin the two tasting menus hav vegetabl focus and are accompanied by
142,surrounded by hills planted with oliv trees and agricultural crops and situated on beautiful road leading from the border of the ciociar region to the arcinazz plateau this 19c farmhous
1396,situated the centr of the charming villag of curtaton whic overlooks the river minc this restaurant has been beacon for fans of mantuan cuisin for many years few italian favourites
1382,just few kilometres outsid mandur the capital of primit win this restaurant is part of the vinil win resort whic occupies an imposing early20c castl surrounded by splendid
397,simon nardini’s michelin star continues to shin terracin this elegant restaurant whic is run by young welltrained staff the chef serves exciting creativ cuisin with careful
383,this small welcoming restaurant the provinc of padov is run by its two owners one at the helm the kitchen the other overseeing the warm and beautifully decorated dining room the
1355,situated chiusi’s historic centr this restaurant has the feel of typical tuscan trattor with its traditional vaulted ceiling the chef’s lov for regional cuisin is demonstrated by the
368,the servic is characterized by cohes and friendly team welcoming guests to the small hom brind is an informal reality wher the cuisin is fun engaging and mor than simply
1433,situated the hills immediately outsid bologn amerig pays trib to the typical italian trattor taking guests on nostalgic journey back to tim that will be famil to italians
1427,the district of cannareg rustic environment and informal servic an inn wher you can see into the kitchen and whic offers both fish and meat dishes good choic of wines
1341,this restaurant the heart of the city provides an elegant setting whic to enjoy excellent contemporary mediterranean cuisin with personalised twist added by the talented chef
1369,just stone’s throw from the seafront promenad the historic centr of algher this small gem run by gian luc chess offers the best of sardin the cuisin is showcased on different
432,longestablished trattor opened by married coupl the 1950s and now run by the son lorenz who serves highly personalised cuisin with focus on local ingredients the dishes hav
354,situated amid beautiful rolling hills dotted with vineyards this restaurant is perfect for anyon keen to sampl authentic traditional friul cuisin one the most interesting restaurants the
340,she’s from hong kong whil he’s from suzzar – together this coupl run this welcoming restaurant wher the international focus extends from the dishes whic featur on the menu to the win
426,this small modern and minimalist restaurant is tucked away among the alleyways of the historic centr the predominanc of black combined with dark colour schem gives the dining room an
1345,situated the magical rural and secluded setting of the petr segret resort surrounded by mediterranean maquis scrubland the gourmet fuoc sacr restaurant overlooks delightful garden
1423,the classic wroughtiron outdoor dining spac at this restaurant overlooks one of the most romantic littl squares italy whil the view takes the promontory dominated by its castl –
378,typical neighbourhood restaurant with characteristic feel and lovely fresc summer servic inviting local cuisin and fish menu too
1437,situated within natur reserv this recently renovated restaurant makes the most of its natural materials and bright airy feel the menu focuses on fish dishes mad from freshwater and
1351,situated the hills just beyond bergam this smart elegant and wellrun restaurant has the manzon brothers at the helm the kitchen wher they cre som of the most interesting cuisin
422,fans of campanian cuisin will be the element at this restaurant situated oppos the archaeological sit her the chef serves traditional regional favourites alongsid mor creativ
1379,by car you driv throug pin wood and practically reac the waters edge facing horizon of beac sea and waves to the left you’ll notic small low hous that almost looks lik an
344,simplicity hospitality and informality are the keywords to describ this restaurant the verdant val whic has been run by the nuzz family for mor than 50 years guests to
350,situated one of the region’s most famous and romantic hotels this small gem of restaurant offers just few seats at periodstyl tables small dining room addition to two tables
436,offering limited à cart that includes fish dishes including raw options whic vary according to market availability this restaurant serves what it describes as “typically modern cuisine”
1386,thre dining rooms with modern atmosphere–on of whic overlooking small garden wher the summer ther is room for just thre tables so book early if you want to eat outdoors weather
1392,this restaurant is housed the 18c vill perez pompe sagram room once used as conservatory for orang and lemon trees it serves excellent invent and regional cuisin
387,modern direction with the kitchen well view even from the outsid just short walk from port roman district buzzing with pubs and restaurants the engaging init of bringing
393,situated the town centr this typical familyrun trattor is highly popul with locals and offers excellent valu for money iconic dishes on the menu includ rabbit allarneis and
1621,housed restored hay barn on the edge of the villag this charming rustic restaurant offers traditional cuisin with modern twist good selection of win and an excellent choic of beer
1147,thanks to its hushed ambienc harry’s piccol is an ideal choic for romantic dinner or business meal with fin cuisin prepared by chefs matte metull and david de pra passion dessert
1153,renowned nam milan this restaurant is the setting for mediterranean cuisin with an international twist althoug recently renovated the dining room has an attract oldfashioned feel
608,this small elegant restaurant outsid the centr is enthusiastically run by two brothers round tables and well kept dining room for savoring seafood specialities
1635,delightful panoramic lift leads from the cas angelin hotel to this restaurant wher fin weather meals are served on the candlelit terrac with its breathtaking views of the coast chef
146,this rustic convivial restaurant the villag centr boasts panoramic terrac overlooking the valley constant searc for recipes from italy’s peasant tradition combines with the passion
620,young coupl has brought lif back to this old country inn retaining its rustic ambienc whil introducing menu whic focuses on creativity and innovation claud creates host of meat
634,an elegant setting of dryston walls and mediterranean vegetation this stylish restaurant boasts personalised decor right down to the smallest detail the new chef prepares modern dishes
152,after working toplevel restaurants both italy and abroad the young chef at this restaurant the borgobruf hotel offers host of interesting dishes featuring excellent umbrian
1609,overlooking the port this restaurant serves topquality fish and seafood with interesting and personalised touches added by its young chef we recommend starting with the excellent selection of
807,desp its bright elegant and airy feel the panoramic dining room at this restaurant takes second plac to the delightful romantic terrac whic boasts splendid views of the sea the port and
1184,nestled amid the picturesqu hills of the monferr region this restaurant overseen by multimichelinstarred enric bartolin sees gabriel boff at the helm the kitchen chef who is young
59,series of hairpin bends lead downhill to marin canton one of the most beautiful beaches on this stretc of coastlin situated romantic bay sheltered by the tre pizz promontory
813,quiet restaurant right the historic centr just stone’s throw from the cathedral the young owner prepares creativ dishes from the fresh fish and seafood that he purchases on daily
1190,up until few years ago the ownerchef at this restaurant was working as painter – fact that is evident from the artistic touc his cuisin his recipes are modern and personalised with
1806,this restaurant boasts superb lakesid location offering views of the oppos shor comacin island and vill balbianell the experienc is enhanced by the modern cuisin whic dishes
185,don’t be fooled by the relatively simpl ambienc of this trattor whic is situated the centr of town with an interesting history linked to the reclamation of the marshes and the dairy
71,finedining restaurant whic changed tack 2020 reducing its number of tables to just ten and embracing sustainabl approac to its cuisin it now prioritises local suppliers and certified
65,surrounded by woods trip to this restaurant housed an 18c farmhous is lik taking journey back tim tak seat one of the woodadorned stubestyl rooms and enjoy generous
1812,this completely renovated restaurant is situated pedestrianised are near piazz gae aulent new elegant restaurant district milan her woodfired stov attract bar counter and
191,this restaurant began lif as win bar befor transforming into an establishment wher you can enjoy genuin local cuisin the onion reigns suprem this eatery two cosy rooms with
1755,nestled among the vineyards of rèv resort less than 4km from the delightful villag of monfort dalb you’ll find the fre restaurant run by chef francesc marches who offers perfect
768,situated the historic centr just stone’s throw from the elegant via rom this restaurant is decorated with paintings by renowned modern artists such as pignatell andy warhol and valer
1033,opened 1957 this oster the heart of the historic centr is one of the town’s leading restaurants for anyon wanting to sampl the cuisin of the aost valley delicious regional
1027,this renowned restaurant lombardy has mad its mark on the history of italian cuisin and now has new young coupl at the helm and new classiccontemporary menu there’s also an interesting
1741,having left the busy coastal road behind you you into the peaceful and luxurious enclav of the angiolier hotel and its classically elegant l’accant restaurant as soon as the weather
1769,italian this translates into he who goes but you will never feel lik leaving this plac located amidst gran boulders sculpted by the wind juniper trees and the sea that will tantaliz
754,the heart of the oltrep paves region minimalist entranc leads into this 19c vill wher the old win cellars hous modern dining room with beautiful brickvaulted ceiling this
740,business sinc 1882 yet constantly evolving this restaurant boasts superb location overlooking the lak the menu features meat and fish dishes enhanced by wild herbs the extens win
998,this restaurant the lively merc erbe district has an entranc adorned with hundreds of stickers giving it the appearanc of record shop rather than contemporarystyl eatery with
1796,even if the weather isn’t kind and you can’t eat outdoors mak sur you hav an aperitif or perhaps just tak look at the terrac with its stunning views of the bay of naples especially at
973,desp the nam of this restaurant its owners are actually called ren and serg housed small country vill with the ambienc of an elegant priv residenc the restaurant boasts
967,charming restaurant housed skilfully restored old farm wher everything from the hay barn to the old stalls has been refurbished and enhanced so that traditional old features from the
1782,the heart of sorrent delightful garden leads lik long corridor up to the entranc of the excelsior vittor one of the most iconic hotels on the sorrentin peninsul wher this gourmet
1972,this restaurant once cultural club the miranes countrysid serves simpl yet delicious cuisin at reasonabl prices althoug the dishes hav the roots the region they are also
797,this restaurant the heart of the old town is must for anyon keen to try the cuisin of the casentin region the friendly chef is mor than happy to provid information on his ingredients
783,littl country restaurant with pleasantly distinct interiors and summer servic fresc on the terrac traditional tuscan cuisin on the menu with modern touc
1966,this small chalet style vill overlooks the valley it has an attract elegant and quiet dining room decorated with feminin touc and panoramic outdoor terrac modern cuisin from the
1231,glamour and fashion are the hallmarks of this restaurant phi beac one of the most attract nightclubcumloung bars on the cost smerald tak seat on the terrac right by the water and
1557,situated the historic centr of castelfranc venet this restaurant has an intim elegant and contemporarycumminimalist feel desp its period courtyard setting and original wooden beams
218,ichikaw is one of the culinary masters who played part introducing japanes cuisin to italy after decades the country working various restaurants this chef has finally opened his
1543,situated magical location amid the wooded slops abov schi this restaurant is not easy to find – even once you get to the villag you’v still got way to go from her you tak
1225,situated on the central via accadem albertin this small simpl and unfussy restaurant with small tables set clos together serves topquality piedmontes cuisin alongsid its delicious
556,thought to dat back to byzantin times the torr pagliazz has had many uses over the centuries including housing women’s prison the 12c today it is hom to one of the most
230,housed within the lefay resort spa dolom an elegant hotel that dominates pinzol and is one of the best hotels the trentin region this gourmet restaurant takes its nam from the
224,michel the kitchen and pastry chef chiar who also works front of hous hav renovated this historic local address and transformed it into restaurant offering modern interpretation of
1219,occupying 17c oliv oil press the heart of charming medieval villag this restaurant has retained its old ston mill and wooden press its vaulted dining room whic provides the
542,chin on plat this attract restaurant with an intriguing decor combining eleganc modern style and asian influences serves wid selection of chines specialities dishes includ
1594,with its own convenient car park and larg terrac boasting views of the lang this minimaliststyl restaurant built the 1920s serves excellent food as fans of offal dishes we wer
1580,small gem for fish enthusiasts this delightful restaurant situated amid the alleyways of the historic centr just 2 minutes’ walk away boasts quiet ambienc with whit colour schem and
595,an excellent establishment the town centr with dining room that is an old oil mill traditional pugl dishes tastefully personalised the servic is fast and attent
581,even if you’r not local you’ll feel at hom this old property whic offers glimps of the piedmont of old this 19c building with typical balcony running along the inner courtyard
580,situated between the lang and monvis this longestablished restaurant celebrated its 200th anniversary few years ago run by the vivald family for fiv generations the restaurant started
594,housed converted 15c mill on the kränzelhof win estat this smart elegant restaurant provides the backdrop for excellent contemporarystyl cuisin prepared wherever possibl using
1581,hom style cooking with focus on regional specialities is served this attract family run trattor whic has its own organic vegetabl garden and an educational pet therapy farm
1595,capr is hom to one of the best chines restaurants the region and beyond althoug cantones specialities tak centr stag her the menu also features dishes from elsewh chin
225,after many years’ experienc michelinstarred restaurants luig tramont and his wif nicolett hav opened the first restaurant the chef’s nativ gargn previously past factory
543,choos one of the tables on the outdoor summer terrac right over the water at this restaurant order to best apprec its location overlooking the picturesqu canal port and its period
1218,just lik the beautiful centr of sansepolcr whic it is situated this restaurant has much to boast about with history dating back over 200 years the beautifully decorated dining rooms on
557,housed medieval hamlet this traditional restaurant serves typical specialities from piacenz as well as other dishes full of creativity and imagination are accompanied by wines from
231,althoug the setting and convivial atmosph this restaurant recall that of typical venetian bàcar the cuisin is completely different feel the ingredients are sourced from the best
1542,following the hotel’s rebranding this restaurant has also recently changed nam and chef and now offers bistrostyl dishes at lunchtim and mor elabor refined cuisin the evening choos
219,its well worth the climb up to this restaurant wher you can be sur of friendly welcom and professional servic with advic on hand from courteous femal staff choos from selection of
1224,occupying an old restored farmhous this larg spacious and attract restaurant is run by coupl who offer the guests mediterranean cuisin whic is full of flavour the focus her is on
1230,described as an “osteria” inn by its famous multimichelinstarred chef gianc perbellin this restaurant provides relaxed setting whic to enjoy delicious and reasonably priced
1556,standing open countrysid this country restaurant is decorated with elegant and romantic touches such as silverw and candles the menu features regional cuisin including an excellent
782,the scenery that you driv throug to get to this restaurant on the slopes of mt etna is as breathtaking and impress as the charming luxury vill ner hotel whic it is housed the modern
1967,this small restaurant just few metres from the pantheon has been run by the gargiol family sinc 1961 with the third generation now at the helm popul with locals and visitors alik for its
1973,at the bottom of steep valley rustic restaurant that offers fin cuisin much appreciated the are with great preferenc for local products old traditional recipes are revisited with
796,this restaurant the historic centr of marate has been run with passion and enthusiasm by the sam family sinc 1981 the emphasis is on careful selection of top quality ingredientsfor
966,housed the tad trevis arts district building designerstyl concept stor vit vision inspired throug emotions serves modern reinterpretations of traditional cuisin with
1783,aiming to promot craft beers as worthy pairing for gourmet cuisin the faenz family opened mog – modern elegant restaurant with woodinspired decor soft lighting and just fiv tables
1797,perched on the cliff overlooking the small port of framur the terraces at this restaurant boast one of the most stunning views the are the dishes served up by the young chef are
972,this pleasant restaurant started lif 1848 as bastion used by the habsburg army and was later transformed into an inn recognised as “local storic veneto” it’s now run by the third
999,situated secluded street the town centr this restaurant run by coupl boasts an elegant dining room with an attract dark parquet floor the cuisin is good exampl of how to add
741,situated on the second floor of the historic caf of the sam nam this elegant restaurant with chef serg prezios at the helm of the kitchen offers skilful reinterpretations of venetian and
1768,situated country setting just outsid the town this is one of the most famous restaurants the provinc so booking well advanc is highly recommended her you’ll find cuisin with
755,overlooking the main squar of this small villag the lower po valley this restaurant prides itself on its lov for local traditional specialities such as cured meats stuffed marubin past
1026,this country restaurant serves regional cuisin with an innov twist din either the main dining room warmed by an open fireplac or outdoors under gazeb summer lunchtim options
1740,housed historic winery this simpl rustic style restaurant is surrounded by well kept garden wher farmyard animals roam freely don’t be fooled by appearances however – the cuisin
1754,there’s absolutely zer compromis on attention and quality this restaurant wher the cuisin is mad from topquality ingredients using the technical expertis typical of japanes cooking
1032,the focus at this restaurant named after the son of one of the partners is on fish fish and mor fish luc serves the bestquality fish whic is dry aged and then cooked often over the
769,this rustic but stylish establishment is wood and ston find tuscan cuisin that leans towards imagin dishes without betraying regional flavours and produc
64,between the blu sky and the adriatic sea at the highest point of gabicc mont giocond is the gourmet rebirth of renowned dancing venu the town the design is warm conceived and
190,distinct red door marks the entranc to this templ of italian cuisin once insid mak your way to the first floor wher you’r greeted by pink walls and fresc by francesc clement
1813,her choos between the simply furnished bright dining room with proudly vintag feel that dates back to its opening the 1970s and tiny yet attract terrac with sea views ther are
184,longestablished restaurant that was opened the early 1990s by thre brothers from the marc angel the kitchen and giusepp and massim front of hous sinc then this restaurant has
1807,occupying 15c castl medieval villag this restaurant offers fin views of the majestic hills around the chef her uses top quality regional ingredients with focus on seasonal
70,situated on the lakefront with beautiful views from its terrac this restaurant focuses on freshwater fish whil also serving selection of classic regional specialities careful attention is
1191,francesc is the kitchen and his partner is front of hous this bright modern and elegant restaurant serving beautifully prepared dishes whic fish takes prid of plac contemporary
812,the various stubestyl dining rooms the oberwirt hotel restaurant hav typical tyrolean ambienc whil the cuisin is decidedly traditional with its focus on seasonal and regional
58,an idyllic picturepostcard setting panoramic location overlooking sant croc lak surrounded by villages and mountain peaks this is matched by an elegant interior with mix of antiqu
1185,situated peaceful location amid fields and vineyards this attract country restaurant run by the sam family sinc 1965 boasts an outdoor spac wher thre walnut trees “tre noghere”
806,nestled amid the greenery of priv park kitchen is an elegant restaurant whic serves creativ italian cuisin with focus on seasonal ingredients and perfect balanc between produc
635,situated refined and elegant setting also hom to an intim priv dining are separated from the main room by few steps this new gourmet restaurant offers various tasting menus with
1608,situated the elegant residential streets of the prat district this modern minimaliststyl restaurant is the setting for topquality creativ cuisin for the most part the menu eschews
153,sea air earth fir the four elements together on the tasting menus at this restaurant wher som dishes are named after movies the benjamin button dish features fresh past “buttons”
147,this restaurant has stood on this squar for many years having been built as “casone” and previously used as danc hall desp its larg siz the atmosph is pleasant and convivial
621,this is the most romantic restaurant the borg egnaz resort wher the soft candlelight creates hushed magical atmosph that makes it perfect for special occasion dinner with loved
609,the highlights of this restaurant just outsid the tourist centr of port torres are its informal atmosph spacious garden and traditional cuisin the frattaubread is well worth sampling
1152,bros is synonym for young fre spirit whic is full of creativity and imagination wher flor pellegrin and isabell pot mak the most of the extraordinary energy on two tasting
1634,addition to specialities such as oysters and cav this restaurant serves sophisticated classic traditional cuisin reinterpreted with modern twist choos between à cart options or
1620,wild regional produc gam and freshwater fish tak prid of plac on the menu at this elegant restaurant whic celebrates natur its glory desp its towncentr location the dishes
1146,the outdoor terrac at this restaurant overlooks pleasant pedestrian piazz the historic centr whil the welcoming dining rooms are decorated style typical of the trentin the cuisin
392,surrounded by verdant landscapes this attract restaurant with pleasant outdoor dining spac is functional style due to the use of simpl materials such as wrought iron and wood and as
386,oliver glowig german by birth but italian by adoption has returned to campan wher he’s now at the helm the gourmet restaurant at the savoy beac hotel her his cuisin is showcased on
1393,tiny doorway leads to this simpl friendly and intim restaurant with just few tables wher booking advanc is highly recommended given the restaurant’s excellent reputation the city
1387,its new hom piazz duom beautiful san min the hands of chef gilbert ross pepener continues to serv cuisin that showcases the best ingredients both meat and fish from
351,occupying the win cellars of an old palazz the historic centr this restaurant has fashionabl feel with just few tables and selection of contemporary style dishes inspired by
437,an oster nam only this restaurant has an elegant ambienc with two romantic tables overlooking the canal if you enjoy venetian cuisin you will be your element her as signor mar
1378,treat yourself to great meal an idyllic setting this villag restaurant occupying the first floor of castl dating back to the 13c the romantic dining rooms are furnished with wood
423,ask for directions to this restaurant when you mak your booking as you’ll need to leav your vehicl priv car park at the entranc to the villag and then mak your way uphill on foot
345,situated the delightful saracc district monforte’s old historic centr this restaurant occupies an old restored hous with glass and steel decor that provides harmonious contrast with
1436,with its old chandeliers chairs and tables this original and attract restaurant offers its guests feel of traditional sicily the cuisin focuses on typical sicilian specialities as well
1350,we highly recommend this pleasant country restaurant run by friendly and enthusiastic staff wher the owner appears frequently the dining room the ambienc is modern and comfortabl the
1344,hidden down an alleyway the town centr this friendly trattor boasts an attract ceiling with exposed brickwork an excellent address for fans of ligurian cuisin fish and seafood hous
379,this simpl yet welcoming familyrun restaurant is situated on the win rout that wends its way throug the hills behind sondr less than 5km away the dining room boasts cheerful open
1422,from the coast you tak winding road uphill to this familyrun trattor whic boasts sea views from its terrac apart from the salted cod the menu only features meat dishes with focus on
409,enjoy delicious updated regional cuisin mad from carefully chosen ingredients at this restaurant wher the vegetables are sourced from the property’s own kitchen garden just few
1352,at this restaurant situated just stone’s throw from piazz duom the historic centr of vogher young chef and his charming wif who supervises the front of hous are renowned for the
1434,the dining rooms this lively typical restaurant the upper historic part of bordigher appe to be almost dug out of the rock her local chef with plenty of experienc behind him
1420,for the past thirty years this fin restaurant with charming and beautifully kept dining room has been serving regional dishes from the murg prepared using topquality ingredients the
1346,this pleasant warmly decorated restaurant is run with passion and enthusiasm by elen and alessandr the former supervising the front of hous the latter at the helm the kitchen the cuisin
435,an attract restaurant serving reasonably priced fish and seafood try the delicious squid with an orang and chicory sauc there’s also charming summer terrac from whic to watc the town’
1408,this restaurant has long been one of the most interesting the are it has pleasing combination of traditional and modern cuisin created by the expert chef the dining rooms hav the sam
353,this extremely old restaurant its nam is said to hav existed as early as the mid 17c has been given new leas of lif 2019 by its young chef christoph huber who puts to good use the many
347,vill fiordalis is one of the beautiful early 20c villas that lin the lak front surrounded by verdant grounds and extending out into the lak on pontoon the restaurant serves creativ
421,consumed by passion for cooking young jacop chiepp began his career working with sweet and savoury leavened products and gaining experienc renowned restaurants such as the mirazur
1391,situated small garden the historic centr this modern bistr has light airy feel thanks to its larg windows and its outdoor tables perfect for alfresc dining summer the young
1385,situated breathtaking location below the chies soccors this restaurant boasts views of the sea and sunset that are hard to beat whil its fin elegant cuisin based on updated
390,situated near the sea this small bright restaurant with an almost shabby feel has decor featuring plenty of wood along with blu and whit colour schem that makes it feel lik corner of
384,must for anyon looking for traditional hom cooking and authentic cuisin from pugl mak sur you try the antipast and then mov on to first or main cours
1636,you cross magical landscap of hills dotted with cypress and oliv trees woodland and vineyards to get to borg san felic the luxury hotel that is hom to pogg ross her
99,with over 100 years of history behind it rosin is still looking good thanks to renovation work carried out few years ago whic has given the restaurant new look situated an
1150,originally win shop it was then converted into restaurant that also opens for happy hour the interiors closely resembl thos of bistr and bottles of win especially italian ones and
1144,situated the beautiful historic centr of offid this restaurant with brickvaulted ceiling is housed the former stables of an old palazz with modern inviting decor near the entranc
179,friendly and longestablished familyrun restaurant on the road between calderin and sass marcon whic serves generous portions of traditional regional cuisin with contemporary flavour
1622,part of the antinor estat this restaurant has an elegant feel desp describing itself as an “osteria” mor informal inn it occupies an old sit next to the old bad passign abbey
151,situated the small squar front of the cablec entranc this typical barcumrestaurant with retr vaguely english feel serves generous traditional cuisin reinterpreted with modern
637,the nam of this restaurant between the historic centr and the seafront refers to the main item on its menu whic is dedicated almost exclusively to fish fresh and not farmed fish and
